id,hate_feature_phrases_filtered
4705629,"['leaderboard quadrant', 'big promotion', 'went customer', 'customer future', 'future buyer', 'buyer campaign', 'standing marketing', 'marketing manager', 'wrong employee', 'employee count', 'corrected employee', 'employee count', 'lowest spot', 'spot change', 'change number', 'number employee', 'nt clarity', 'provide clarity', 'larger company', 'company logic', 'ridiculous company', 'large mean', 'nt mean', 'specific product', 'smaller company', 'smaller company', 'solve mistake', 'mistake nt', 'found experience', 'disappointing borderline', 'dishonest hear', 'hopeful hear', 'discontinued promotion', 'promotion profile']"
4709094,['current need']
4715099,"['minor challenge', 'backendadmin side', 'support staff']"
4718346,"['difficult touch', 'spend money', 'touch product', 'slow product', 'updating product', 'product profile', 'worked update', 'update profile', 'sent update', 'update listing', 'single batch', 'batch backend', '17th june', 'comparison trustradius', 'central nt', 'weekly work', 'work help', 'gave access', 'asleep wheel', 'wheel sale', 'sale team', 'responsive sale', 'sale experience', 'appalling substandard']"
4730641,"['future integration', 'data crm', 'company product']"
4817941,"['set filter', 'filter competitor', 'competitor andor', 'andor organization', 'organization activitysignals', 'filtering capability', 'platform side', 'recommend help', 'help noise']"
4838956,[]
4934973,"['robust amount', 'moving part', 'part everything', 'everything set']"
4978067,[]
4978333,[]
5008260,['minor issue']
5027867,['looking data']
5046383,[]
5073535,"['customize reference', 'reference page', 'campaign page', 'page bit', 'onbrand company', 'company versus']"
5093431,[]
5148757,[]
5284251,"['pricey let', 'see delivers']"
5306528,"['buyer intent', 'intent data', 'think everything']"
5367011,"['continuous evolution', 'evolution feature', 'leader customer', 'customer feedback', 'product research']"
5429101,"['update feature', 'improve see', 'insight intent', 'intent signal']"
5431886,"['skeptical market', 'market presence', 'quarterly report']"
6545242,"['easier customer', 'customer type', 'type information']"
6669429,"['pricing model', 'nt line', 'looking moment']"
6829459,"['shared team', 'team approach', 'involved helpful']"
6883064,"['nested place', 'hard navigate', 'navigate nt', 'regular basis', 'product category']"
6889183,['position grid']
7037491,"['internal admin', 'admin menu', 'little navigate', 'confusing navigate', 'navigate guess', 'place company', 'category nt', 'relate product', 'product maturity', 'ie number', 'number employee', 'employee company', 'impact product', 'product quality', 'nt product', 'product make']"
7058801,"['hidden instance', 'several instance', 'written client', 'reason case', 'product team', 'team market', 'market presence', 'algorithm bit', 'blurry position', 'influence position', 'questionnaire please', 'lightweight customer', 'difficult customer', 'customer page', 'page questionnaire', 'questionnaire order', 'qualified report', 'screenshot field', 'required field', 'optional client', 'client nt', 'add reason', 'reason reject']"
7058805,"['expensive service', 'service service', 'make value', 'value money', 'cheaper nt']"
7059389,['think moment']
7062706,[]
7062945,"['navigational thing', 'improved bit', 'second thing', 'credit card', 'card receipt', 'receipt bit', 'buy buyer', 'buyer incentive', 'incentive credit', 'credit amazon', 'amazon rep', 'working fixing']"
7063369,"['substantial effort', 'demanding customer']"
7063493,"['monthly news', 'news reel']"
7063733,"['create report', 'report pull', 'daily comms', 'comms csm']"
7063905,['working team']
7063926,"['thing bit', 'hard find']"
7063941,"['admin confusing', 'portal confusing', 'take bit']"
7064218,"['pricing aleays', 'additional cost']"
7064409,"['beneficial version', 'visual version', 'content marketing']"
7064619,"['unaudited meaning', 'competitor nt', 'actual competitor', 'competitor mean', 'irrelevant consumer', 'logged product', 'product admin', 'tricky navigate', 'navigate nt']"
7064728,"['highlight issue', 'issue incentive', 'reimbursed customer', 'customer campain', 'small number', 'resolved team']"
7064784,"['pricing bit', 'steep data', 'intent data', 'data data', 'nt functionality', 'functionality platform', 'platform integration']"
7064817,"['backend navigate', 'little navigate', 'difficult navigate', 'found discovery', 'discovery call', 'little salesperson', 'underwhelming salesperson', 'planning campaign', 'tool take']"
7066989,"['quiet tool', 'nt buying', 'buying stage', 'stage company']"
7067047,"['rank solution', 'solution platform', 'exploiting system']"
7067096,"['specific badge', 'badge category', 'eg leader', 'leader multiple', 'multiple category']"
7068196,"['criterion bit', 'confusing grid', 'displayed grid', 'standing result']"
7069273,"['reliable platform', 'platform customer']"
7072321,"['think shame', 'premium membership', 'membership price', 'steep company', 'smaller company', 'benefit marketing', 'marketing tool']"
7072338,"['find service', 'expensive business', 'small business', 'confusing search', 'search thing']"
7072610,"['encourage client', 'client team', 'involved mission', 'impacted employee', 'employee company', 'valueadded job']"
7072685,"['beginning bit', 'included plan', 'unfamiliar name', 'name platform', 'platform feature', 'disadvantage manager', 'recommend level', 'pro level', 'invest bit', 'admin panel']"
7072879,"['developing project', 'project everyone', 'responsive doubt', 'side doubt', 'doubt leverage', 'leverage presence', 'demonstrate value', 'value profit']"
7073088,"['minor tweak', 'ui tweak', 'subjective nt', 'nt anything', 'bit trial', 'license upgrade']"
7073246,"['matter fr', 'e customer', 'think work', 'badge position', 'position grid', 'uki customer']"
7073313,"['platform gathering', 'strict process', 'longer share', 'user share', 'share feedback']"
7074636,[]
7074644,"['random page', 'created product', 'unadopted customer', 'whicht impact', 'impact search', 'search result']"
7074664,"['believe price', 'price report', 'expensive subscription']"
7074680,"['little uncertainty', 'uncertainty report', 'display head', 'head comms', 'comms deadline', 'deadline helpful']"
7074781,"['browsed competitor', 'actual buyer']"
7074942,"['serious trouble', 'running campaign']"
7074955,"['expected project', 'investing project', 'project crosscompany', 'crosscompany effort', 'want invest', 'started system', 'system work']"
7075152,"['expanding way', 'collect leverage']"
7075421,"['paid plan', 'little platform', 'pricey platform']"
7075437,['run analysis']
7075609,"['expensive value', 'value insane']"
7075907,"['dedicated csm', 'returned clarification']"
7076101,['le moment']
7076443,['different language']
7076486,['form fill']
7076762,"['taxing create', 'create maintain', 'limited resource']"
7078535,"['connect buyer', 'intent slack', 'signal slack']"
7078670,[]
7078880,"['expensive company', 'smaller company']"
7078899,[]
7079133,[]
7079149,"['customize page', 'describe process', 'process bit', 'bit person']"
7079155,"['customize page', 'page information']"
7079267,"['backend quirk', 'ui quirk', 'list way', 'scrolling way', 'expect button']"
7079550,[]
7079715,"['company profile', 'profile page', 'little bug', 'customizable bug', 'bug fan', 'fan discussion', 'discussion section', 'section nto', 'allowed curate', 'curate faq']"
7079902,"['specific info', 'serious info', 'extra info']"
7080431,"['price increase', 'increase renewal', 'difficult customer', 'due customer', 'regular pushback', 'pushback customer', 'due length', 'requirement length', 'length questionnaire', 'screenshot aspect', 'shame badge', 'awarded software', 'software provider', 'alongside provider', 'provider profile', 'profile software', 'category list', 'extra kudos', 'kudos profile']"
7081358,"['custom report', 'dashboard report', 'asking customer']"
7082855,"['customisation option', 'option help', 'keep onbrand', 'embedding website']"
7083067,"['sticking point', 'point customer']"
7083716,"['improved experience', 'upon experience', 'availability offering', 'based price', 'price point', 'point opinion', 'investment investment', 'believe access', 'access portion', 'portion tool']"
7083898,[]
7083920,"['factor decision', 'premium offering']"
7083999,"['small glitch', 'glitch dashboard', 'account manager', 'nt help', 'think anything']"
7084247,['place website']
7084839,"['swap team', 'change account', 'account manager', 'overall end', 'tend end', 'account manager']"
7085804,"['website structure', 'little bit']"
7085865,"['technical challenge', 'integrationsrelated challenge', 'challenge require', 'require escalation', 'sync online', 'lack online', 'sufficient online', 'online documentation', 'practice andor', 'andor case', 'case study', 'specific case', 'involving hubspot', 'hubspot buyer', 'buyer intent', 'intent integration']"
7085983,"['see downside', 'platform result']"
7086011,"['unusable admin', 'mobile admin', 'logged admin', 'admin mode']"
7086145,"['trial buyer', 'buyer intent', 'intent tool', 'nt tool', 'beneficial tool', 'similar tool']"
7086161,"['metric overview', 'overview performance', 'performance category', 'view data', 'comparative report', 'buildyourown report', 'report feature']"
7086404,"['platform work', 'missing piece', 'affecting product', 'product performance', 'performance example', 'online presence', 'quarter etc']"
7086454,"['thing dont', 'dont link', 'link fact', 'fact chance', 'chance edit', 'edit question', 'user send', 'answer question']"
7086793,"['account manager', 'difficult build', 'build relationship', 'stable communication', 'current manager']"
7090019,"['find data', 'fro team', 'c team']"
7091647,[]
7091664,"['anything tool', 'tool change', 'managementrelated issue', 'running support']"
7091704,"['longer moderation', 'past moderation', 'public platform', 'platform offer', 'marketing promotion', 'promotion opportunity', 'necessary level', 'level platform', 'define priority', 'additional resource', 'resource startup', 'startup size', 'size stage', 'stage team', 'team allocate', 'allocate platform']"
7091989,"['improve work', 'work system']"
7092108,[]
7092306,"['see person', 'person role', 'role person', 'looking product']"
7092514,"['hard increase', 'increase usability', 'usability everything', 'everything platform']"
7092927,"['restriction content', 'related licensing']"
7093183,[]
7094073,"['mind marketing', 'marketing solution', 'marketing material', 'material customer', 'customer express', 'thing guess', 'nt change', 'want change']"
7094503,"['algorithm change', 'grid change', 'ranking change', 'difficult track', 'keep track', 'track thing', 'thing perform', 'csm team', 'keeping date', 'change thing', 'ability control', 'control datanew', 'datanew account', 'account move', 'move hubspot', 'hubspot integration', 'current shape', 'shape integration', 'integration bit']"
7094620,"['nt mention', 'mention anything', 'team support', 'answer question']"
7094728,['marketing solution']
7094730,['mind functionality']
7095067,"['translate traffic', 'traffic company', 'company website']"
7095107,[]
7095413,"['specific appreciate', 'integrability salescustomer', 'tech stack', 'stack connector', 'manual mapping', 'mapping contact']"
7095432,"['take age', 'age impatient']"
7097274,"['room context', 'context lead']"
7098976,[]
7099064,"['market presence', 'emphasis number', 'number employee', 'employee company', 'quality product', 'product service', 'contrary company', 'small company', 'fewer employee', 'big company']"
7102303,"['paid version', 'enthusiasm company', 'company example', 'nt see', 'concerning intent', 'intent data', 'paid promotion', 'promotion ad', 'ad category', 'spot competitor', 'nt experience', 'nt traffic']"
7102644,"['intent data', 'irrelevant number', 'seems number', 'number issue', 'past month', 'several month', 'month dashboard', 'dashboard nt', 'nt work', 'inconsistent data', 'icpvertical data', 'provides data', 'irrelevant company', 'company cause', 'cause issue', 'abm strategy', 'customer successrelationship', 'successrelationship team', 'unhelpful platform', 'litle platform', 'promise issue', 'follow issue', 'relationship manager']"
7102873,[]
7102916,['moderated week']
7103000,"['calculates market', 'market presence', 'scoring bit', 'blurry position', 'influence position', 'grid score', 'score position', 'grid day', 'vary day', 'day day']"
7103886,"['hard revenue', 'attribute revenue', 'revenue product', 'product company', 'believe make', 'make sense', 'holistic marketing', 'marketing approach']"
7105388,['communicating delivers']
7106973,[]
7108353,"['tricky sense', 'larger organisation', 'benefit area', 'impact area', 'area business', 'reflected case', 'minimal presence']"
7115139,"['support team', 'slow respond', 'received response', 'response relationship', 'relationship manager', 'way something', 'actioned category', 'meet criterion', 'included report', 'missing benefit']"
7115164,['way product']
7115898,"['pricing pricy', 'pricy nt', 'lacking capacity']"
7118969,['future project']
7119054,"['clumsy product', 'ranking system', 'data date', 'date request', 'request update', 'specialist work', 'annoying robot', 'robot assistant', 'assistant vendor', 'vendor account', 'account pop']"
7123216,['market presence']
7123829,"['overall marketing', 'marketing presence', 'presence score']"
7124004,"['content result', 'result possibility', 'object decision', 'decision moderation', 'moderation team', 'transparent company']"
7124166,"['different service', 'refine category']"
7124716,"['lead generation', 'generation opportunity']"
7127190,"['start buyer', 'buyer intent', 'intent data', 'nonexistent part', 'big part', 'part lead', 'lead generation', 'generation strategy', 'strategy visibility', 'visibility visit', 'visit profile', 'server error', 'using site', 'daily customer', 'minimum help', 'resolve issue']"
7127589,"['upload screendump', 'order place']"
7127746,"['missing level', 'level experience', 'specific product']"
7127812,"['possibility list', 'list product', 'supported category']"
7132388,"['think value', 'value discussion', 'discussion section', 'section vendor', 'vendor perspective', 'category match', 'nt match', 'match software', 'tool category', 'category competitor', 'overlapping feature']"
7136979,"['paid package', 'costly europe', 'firm europe', 'central europe', 'usefulness feature']"
7138811,"['hard incentivize', 'difficult access', 'find bit']"
7141227,[]
7145880,"['additional feature', 'nt comment', 'aspect clearer', 'ui clearer', 'clearer picky']"
7145951,"['guarantee product', 'product position']"
7146576,['premium package']
7146882,"['longer find', 'tricky find', 'anonymous customer', 'specific customer']"
7147074,"['vague reason', 'reason reconsideration', 'approval procesess']"
7147296,"['tracking link', 'link result']"
7147369,['subject moment']
7148208,"['capability demand', 'corresponding csm', 'longer comparison', 'comparison tool', 'eg campaign', 'campaign setup', 'charging account']"
7150345,"['way matter', 'matter grid', 'saas service', 'service leader', 'quadrant spot', 'spot challenge', 'saas service', 'service niche', 'niche product', 'product offering', 'offering service', 'service expertise', 'difficult maintain', 'maintain climb', 'user company']"
7150530,"['user interface', 'hard tab', 'hard report', 'click report', 'find report', 'opened day']"
7151560,"['unclear algorithm', 'algorithm market', 'market presence', 'category ranking']"
7151733,"['pricey startup', 'startup offering']"
7153589,"['complain everything', 'everything look', 'implementation til']"
7154141,['currency future']
7155408,[]
7160931,[]
7164670,"['small company', 'difficult emphasis', 'big emphasis', 'emphasis number', 'included report']"
7166899,['account rep']
7166918,[]
7167020,"['nt customer', 'implemented customer', 'customer support', 'support team']"
7167021,"['difficult track', 'influence deal', 'deal data', 'helpful react']"
7167708,"['easier form', 'overall tool']"
7167737,"['way market', 'market presence', 'presence score', 'calculated work', 'work work', 'work work', 'value buyer', 'buyer intent', 'intent result', 'generic cost']"
7169142,"['online site', 'site ton', 'helpful information', 'information menu', 'menu navigation', 'navigation name', 'name submenu', 'easiest log', 'navigate log', 'take bit']"
7184476,['hesitant share']
7184797,"['layout structure', 'structure information', 'information admin', 'admin section', 'clarity quicker', 'quicker access']"
7185301,"['campaign gift', 'gift card', 'card bonus', 'nt work']"
7186446,"['overall tool', 'limitation information', 'pushed platform', 'platform hubspot', 'improvement work']"
7186453,"['qualified lead', 'profile nt', 'nt convert']"
7186990,['spring mind']
7187666,"['nt downside', 'using fraction', 'fraction tool', 'problem end', 'tool way', 'confusing way']"
7197276,"['business rank', 'rank catagories', 'match comparison', 'apple apple', 'apple skews']"
7197462,"['geobased see', 'filtering see', 'see service', 'service availability', 'location pricing', 'pricing conversion']"
7198406,"['nt something', 'specific criterion', 'regarding category', 'see competitor', 'category impact', 'impact analytics']"
7202115,"['take bit', 'utilize tool', 'tool team']"
7202127,[]
7202206,['think anything']
7204896,['think moment']
7206440,['set campaign']
7207945,"['process datacontact', 'datacontact submission']"
7208348,"['negative allocation', 'allocation fund', 'fund landing', 'landing page', 'intuitive someone', 'miss fact', 'fact fund']"
7208357,"['admin panel', 'bug problem', 'remain month']"
7208547,"['month period', 'period partner', 'nt count', 'count report', 'report release']"
7208637,"['downside marketing', 'marketing solution', 'need create', 'create account', 'questionnaire bit']"
7208750,['difficult pay']
7208760,"['entire quarter', 'solution team', 'team support', 'stage building', 'plenty reason', 'continue building', 'building relationship']"
7209240,"['personal dashboard', 'ux nt', 'intuitive nt', 'learn navigate']"
7209545,"['workflow take', 'set client']"
7212456,"['intent data', 'category le', 'fewer visit', 'visit intent', 'intent data']"
7216281,"['bit pricy', 'lead gen', 'gen option', 'option need']"
7216383,"['think thing', 'tracking link', 'link team', 'team everything']"
7222391,[]
7223916,"['helpful help', 'looking help']"
7225052,"['want way', 'way segment', 'segment data', 'data buyer', 'buyer intent', 'intent signalsnotifications', 'tag thing', 'thing b2b', 'b2b b2c', 'move segmenting', 'segmenting data']"
7230213,"['nt mention', 'mention anything', 'minor issue', 'ux issue', 'web dashboard', 'dashboard nt']"
7231459,"['see algorithm', 'grid report', 'market presence', 'happening market', 'data point', 'point report']"
7231613,['tool ask']
7232546,[]
7241622,[]
7242063,"['client bit', 'change way', 'ask question']"
7242863,['short amount']
7243072,"['paid campaign', 'depth insight', 'visiting page']"
7244261,['impossible professional']
7248049,"['fact data', 'small campaign', 'used campaign']"
7250148,[]
7250291,['nt anything']
7250570,"['think anything', 'solid platform', 'platform round']"
7251300,['moderated week']
7252472,"['scope platform', 'nt information', 'mean information', 'different area', 'area platform']"
7254833,[]
7255648,['reducing frequency']
7258203,"['expensive buyer', 'buyer intent', 'intent data']"
7261477,"['tie place', 'multiple place', 'place position', 'difficult create', 'create marketing', 'marketing strategy']"
7261546,"['business plan', 'plan price', 'price bit', 'complex customer', 'beginning customer', 'explaining follow']"
7261646,"['user interface', 'find thing', 'frontend backend', 'backend need', 'need improvement']"
7261693,"['transparency category', 'category helpful']"
7262262,"['invitation campaign', 'file customer', 'customer list', 'advance price', 'price content', 'content package', 'package bit', 'company need']"
7262328,[]
7262558,"['inform customer', 'little fault', 'else fault', 'fault platform']"
7263429,"['profile page', 'page way', 'audience company']"
7263668,"['bit program', 'overhead program', 'running program', 'program profile']"
7263808,"['nt complaint', 'complaint mark', 'mark henry', 'helpful feature', 'grip feature']"
7263820,"['teething issue', 'hard track', 'track lead', 'buyer intent', 'indicative inmarket', 'inmarket opportunity']"
7263821,[]
7263845,"['process end', 'end customer', 'customer submit', 'lengthy contract', 'offputting contract', 'side thing', 'complex benefit', 'need benefit']"
7264830,['think functionality']
7267210,[]
7267298,[]
7268013,['mind service']
7268236,['want make']
7268834,"['extract data', 'current plan']"
7268902,"['nt anything', 'platform thing', 'insight buyer', 'buyer intent', 'intent feature', 'extra cost']"
7269064,[]
7269533,"['intent data', 'data zoominfo', 'requires package']"
7269608,['make site']
7274157,"['small improvement', 'admin site', 'nt challenge', 'saas company']"
7274761,"['buyer intent', 'intent data', 'data salesforce', 'salesforce integration', 'integration nt', 'nt work']"
7283030,"['option edit', 'edit information', 'information company']"
7283672,"['cant anything', 'think anything']"
7286167,[]
7296379,"['user mention', 'mention name', 'send notification', 'improve prefer', 'prefer reach', 'plan case', 'mitigation plan', 'generate link', 'personal link', 'csm jatin', 'jatin chaudhari', 'scheduled report']"
7298599,[]
7327661,"['deadline award', 'small medium', 'medium business', 'short amount']"
7333501,"['lose traction', 'traction competitor', 'nt ton', 'add ton', 'incremental value', 'value marketing', 'marketing activity']"
7441446,[]
7441467,['salesforce appexchange']
7441640,"['nt anything', 'negative experience']"
7450059,"['nt insight', 'helpful insight', 'insight competition']"
7450826,"['provide bit', 'context extent', 'extent transparency']"
7451385,"['transparency thing', 'calculated everything', 'public thing', 'create strategy']"
7456035,"['le desire', 'desire game', 'game system', 'feel position', 'position grid', 'algorithm nt', 'representation market', 'market share', 'share perception', 'algorithm profile', 'potential profile']"
7456185,"['difficult buyer', 'buyer intent', 'intent data', 'data integration', 'running support', 'support team', 'walk question', 'question everything', 'responsive regard', 'customize campaign', 'campaign email', 'sending campaign', 'campaign end', 'global company', 'company difficulty', 'difficulty customer', 'trust site', 'site visibility']"
7483181,['bug adminui']
7771175,"['standardized process', 'process business', 'specific deal', 'deal size', 'size sale', 'sale cycle', 'internal capacity', 'capacity etc']"
7771382,"['based company', 'company base', 'individual base']"
7790878,"['portal page', 'little page', 'slow page', 'becaus page', 'graphical page', 'required design']"
7853817,"['expensive cost', 'believe cost', 'make sense']"
7880060,"['need support', 'receive solution']"
7929995,"['cover wider', 'wider range', 'range software', 'confuse feedback', 'decision trustworthy', 'trustworthy software']"
7940827,"['marketing solution', 'solution website', 'overall everything']"
7971836,"['correct solution', 'nt something']"
8101866,"['system rate', 'rate score', 'score nt', 'make sense', 'sense user', 'nt tell']"
8106901,[]
8188707,"['platform allinone', 'allinone marketing', 'marketing solution', 'lesser downside', 'delete option', 'feasible selection']"
8225997,"['affordable pricing', 'pricing plan']"
8562297,"['negative mention', 'freedom discover', 'wide variety', 'variety product', 'informed decision']"
8574413,"['grid report', 'make bit', 'exclusive report', 'difficult report']"
8574629,[]
8578291,"['imbed sale', 'sale process']"
8578792,"['ability integrate', 'integrate cam', 'cam intent', 'intent data']"
8579454,"['used brazil', 'brazil therefore', 'nt work']"
8586464,[]
8638518,"['ranking buyer', 'buyer intent', 'intent integration', 'integration hubspot']"
8709447,"['inital amount', 'begin lakh', 'lakh rupee', 'small startup']"
8791821,"['extensive take', 'thing work', 'advantage feature', 'analytics bit', 'bit mystery']"
8808059,"['listing company', 'company category']"
8974453,"['setting bar', 'bar peer']"
8975098,['badge report']
8975292,"['rejected appeal', 'appeal process', 'process way', 'way company']"
8975296,[]
8975333,"['moderation process', 'rejected process', 'lengthy annoying', 'overall annoying']"
8975344,"['janky write', 'write justify', 'justify category', 'explain category', 'nt category', 'underneath category', 'needed explain', 'explain longform', 'identified competitor', 'category monty', 'talking monty', 'recognize product', 'product category', 'provided page', 'unrelated market', 'market segment', 'nt access', 'structured database', 'database information', 'lack company', 'company category', 'initial traction', 'signed contract', 'someone nt', 'user brand', 'pageviews tell', 'tell folk', 'subscribed brand', 'brand push', 'updated information', 'passing interest']"
9004930,"['platform excels', 'identifying purchase', 'purchase intent', 'valuable decision', 'insight decision', 'strategic decision']"
9043231,"['responsive question', 'question concern']"
9078668,"['call feature', 'eg granularity', 'granularity slack', 'slack notification', 'essential slack', 'slack notification']"
9122785,"['sort question', 'question concern']"
9144432,[]
9144447,['functionality uncover']
9144460,"['due structure', 'organizational structure', 'structure priority', 'content integration', 'paying subscription', 'subscription fee', 'challeging justify', 'justify expense']"
9144490,"['team spend', 'game changer']"
9144588,"['market presence', 'reporting need', 'intent audience', 'audience add', 'esential subscription']"
9144698,"['want promote', 'promote performance', 'difficult spend', 'additional spend', 'spend content', 'content subscription']"
9144746,"['productbased approach', 'pose challenge', 'challenge business', 'multiple product', 'product customer', 'overarching brand', 'specific product', 'individual product']"
9144750,"['different piece', 'piece manage']"
9144777,"['product ecosystem', 'experience limitation', 'multiple product', 'product page', 'depending subscription', 'category nt', 'product offer', 'poorly position', 'position company', 'ai product', 'product tool', 'tool emerge', 'keep pace', 'corresponding category']"
9144853,"['expensive access', 'hard measure', 'measure roi']"
9144919,"['grid report', 'paid content', 'content subscription']"
9145252,['found disadvantage']
9147709,"['challange grow', 'requires investment', 'presence platform']"
9148570,"['simpleness question', 'quality feedback', 'response customer']"
9148665,"['way capture', 'additonal lead', 'lead platform', 'ie ppc', 'ppc program']"
9148789,[]
9149151,"['volume recency', 'emphasis quality', 'content marketing', 'marketing team', 'difficult marketer', 'strike balance', 'quality quantity', 'quantity respond', 'taking advantage', 'offer marketing', 'marketing team', 'team today']"
9149175,"['hard find', 'somewhere fall', 'short thing', 'marketing asset', 'asset vendor', 'portal html', 'embed code', 'jpeg reach', 'form reach', 'reach csm']"
9150722,"['put effort', 'effort result']"
9150803,['program run']
9151555,"['downside investment', 'ton value']"
9154233,"['compared platform', 'lead generation', 'generation campaign']"
9154843,['control question']
9155545,"['learn feature', 'feature utizile']"
9156674,"['suite profile', 'profile badge', 'grid promote']"
9159026,"['downside experience', 'competitor category', 'robust report', 'marketing piece']"
9160066,"['biggest concern', 'lead rate', 'converting rate', 'rate convert', 'convert pity', 'modulated strategy', 'strategy hope', 'hope trend', 'trend stay']"
9160299,"['enough granularity', 'signal ie', 'ie property', 'commercial property', 'property management']"
9160307,['robust platform']
9160324,"['approval process', 'process bit', 'rigid appreciate', 'appreciate ability', 'end peer', 'peer insight', 'insight platform']"
9162053,"['see company', 'company feature', 'position category', 'category league', 'table eg', 'portal eg', 'ranked company']"
9163770,"['le quality', 'quality authenticity']"
9167134,"['thing note', 'enough weight']"
9169312,"['integration capability', 'essential subscription', 'tier subscription']"
9171341,"['thing nt', 'lead nt']"
9171464,"['difficult badge', 'content badge', 'quarterly badge', 'update badge', 'biannual badge', 'badge release', 'release calendar']"
9171749,"['unfortunate bit', 'guite bit', 'bad actor', 'actor slip', 'ur experience', 'granted experience', 'bad actor', 'actor vendor', 'incentivized ask']"
9171769,"['current downside', 'downside admin', 'larger marketing', 'marketing team', 'smaller run', 'run issue']"
9171780,"['marketing solution', 'solution marketing', 'marketing technique', 'nt meet', 'meet goal']"
9172342,"['different incentive', 'incentive option', 'donation pubsec', 'finserv client', 'strict guideline', 'accepting gift']"
9172398,[]
9174518,[]
9174796,[]
9175382,"['believe limitation', 'due privacy', 'privacy consideration', 'consideration contactlevel', 'preferable list', 'accountlevelcompany list', 'level buying', 'buying activity', 'activity intent', 'customize ie', 'ie x', 'x visit', 'x visit', 'least number', 'number product', 'profile category']"
9175413,[]
9176043,[]
9179611,"['productcompany presence', 'presence market']"
9181351,[]
9181442,"['thing feel', 'helpful process', 'easier process', 'client nt', 'want sign', 'sign create', 'create account', 'account issue']"
9181554,"['organization campaign', 'le product', 'impactful product', 'nt category', 'defined category', 'difficult rise', 'rise noise', 'noise broader', 'broader category']"
9181559,['taking advantage']
9181846,"['marketing solution', 'pick category', 'category product', 'product fall']"
9182339,"['identified experience', 'marketing solution']"
9182540,"['le product', 'strict product', 'lighter side', 'side content', 'content perspective']"
9182583,[]
9185072,['recommend everyone']
9186298,[]
9187672,['encountered anything']
9194957,"['easier way', 'way export', 'csv question', 'question overview']"
9202903,"['stronger management', 'senior management', 'management leadership', 'leadership organization', 'organization capture', 'capture voice']"
9207335,"['biggest downside', 'nonsubscribed product', 'skews rating', 'annual option', 'biannual option', 'option vendor', 'vendor load', 'load fund', 'fund adhoc', 'collection campaign', 'vendor pay', 'entire subscription', 'sourcing campaign', 'nt quality', 'highest quality', 'simple middle', 'middle ground', 'ground intricateness', 'tech issue', 'vendor switching', 'portal switching', 'subscribed product', 'nonsubscribed product', 'subscribed product', 'subscribed product', 'product info', 'begin display', 'nonsubscribed product', 'refresh page', 'page navigate', 'subscribed product', 'view resume']"
9228440,"['deeper insight', 'competitive analysis', 'compring page', 'page rank']"
9232379,"['potential downside', 'downside cost', 'cost service', 'concern business', 'return investment', 'initial investment']"
9232595,"['nt something', 'find something']"
9237121,"['lead generation', 'generation option', 'heard colleague']"
9237137,"['hard navigate', 'expensive marketer', 'small business', 'business startup', 'product service', 'convert lead', 'paying customer', 'different expectation', 'competitive stand', 'software vendor', 'market solution', 'ranking rating']"
9237564,"['solution la', 'la carte', 'carte versus', 'tier gain', 'gain access', 'access solution']"
9239420,[]
9239658,['marketing solution']
9246899,"['update creation', 'creation filter', 'filter data']"
9308289,"['american search', 'giant search', 'technical approach', 'harder user', 'le familiarity', 'familiarity business', 'business software']"
9460993,['appreciate tool']
9473115,"['nt mention', 'finish recommendation', 'tiny thing', 'little thing', 'change company', 'company description']"
9473651,"['paid software', 'ask question', 'make field']"
